lambda,seed,volatility,bound_fd,bound_chain,bound_jv,terminal_risk,initial_risk,max_risk,mean_gain,mean_hazard
0.0,0,0.001477879416044772,0.005423275034910515,0.002498694038329824,3.1691681065683817,0.12911354005336761,0.019553547725081444,0.1432667374610901,38.491687495534016,30.80748626180346
0.0,1,0.004774752363333106,0.014031755101233183,0.00711031628915454,4.189887663195961,0.21229706704616547,0.016864601522684097,0.22983860969543457,51.28567532795231,40.73494834383423
0.0,2,0.0014749140772430897,0.005719460704036566,0.0022187377250490847,2.178193821184897,0.12032602727413177,0.020533762872219086,0.13747954368591309,26.616575101526774,21.17524692060224
0.0,3,0.0062952545057210285,0.03599816358905109,0.01001521035529596,5.9986750713349375,0.23789171874523163,0.017333079129457474,0.29705336689949036,73.1450988955614,58.30582594062498
0.0,4,0.0020958329919653265,0.01844776040168553,0.0031426340771003288,3.390043764095008,0.15872034430503845,0.012237630784511566,0.19176551699638367,41.26668502063286,32.95181135024383
0.0,5,0.004011609614908535,0.030262818881875958,0.005821203594310802,3.9468751058728038,0.2676590085029602,0.01095430739223957,0.2676590085029602,48.14708309638791,38.37302107452311
0.0,6,0.0035451511093641227,0.013806319242739333,0.005693563607072594,2.4488968104105693,0.21916520595550537,0.019318297505378723,0.21916520595550537,29.91902048994855,23.80680689607321
0.0,7,0.002661996405670238,0.01308550239725796,0.004311608588242974,4.272448233649747,0.1944996863603592,0.01740964688360691,0.1944996863603592,51.93931700543659,41.54397783281691
0.0,8,0.0022034813504925995,0.01682773258918897,0.003740529413703724,3.0989927215083117,0.16073228418827057,0.012596113607287407,0.16073228418827057,37.68258732121165,30.126975502616578
0.0,9,0.002721778140606584,0.011449217443800511,0.0043513228863099485,1.9136400543266372,0.17607563734054565,0.018661318346858025,0.18457862734794617,23.412313926510695,18.60380469242161
0.0,10,0.0028480671955310147,0.01685145505876825,0.004603693674889727,3.254779329602185,0.17555555701255798,0.028335558250546455,0.19551348686218262,39.7635554802127,31.644835717471857
0.0,11,0.002385246933987517,0.02003831426555977,0.003916593287673442,3.5208134165087333,0.18704359233379364,0.015163348987698555,0.18704359233379364,42.94620997731278,34.227133165589834
0.0,12,0.00762978161877479,0.042026407142837376,0.012942226834562481,5.781081452207525,0.3268519639968872,0.01858118735253811,0.3268519639968872,70.43814635858303,56.211530922519735
0.0,13,0.0036870475001273325,0.014244342006302469,0.005343602861101032,2.967843576799993,0.1916380077600479,0.017669085413217545,0.20755138993263245,36.08661251533322,28.84876571729339
0.0,14,0.005138471864355656,0.025144812183639533,0.008016425895207891,3.380613149309659,0.23330044746398926,0.013601498678326607,0.25696712732315063,41.37805017610876,32.86615333549712
0.0,15,0.002902376918873296,0.016395452694706523,0.00502697185327866,2.9255293736232564,0.15590646862983704,0.018130818381905556,0.18461869657039642,35.669771334020105,28.440128757750816
0.0,16,0.001981297874232495,0.010074255048603263,0.003060599922808902,2.652177315967969,0.16053274273872375,0.011872796341776848,0.16053274273872375,32.17175972170946,25.782286457968283
0.0,17,0.0038925056579960223,0.020256344499533254,0.005738865889724755,3.9037793687062528,0.20908834040164948,0.01448946911841631,0.20908834040164948,46.91261831144007,37.93637444054399
0.0,18,0.0016754884987395205,0.01257320245219286,0.002796512679678492,2.729884297326861,0.11455100029706955,0.012186611071228981,0.14044909179210663,33.07743035293207,26.535745946211364
0.0,19,0.0015938513129440674,0.006687348852427412,0.002631636343085546,2.399476134754388,0.14029529690742493,0.016449782997369766,0.14029529690742493,29.068856029975706,23.32160830587099
0.01,0,0.00033005413495418133,0.0014010174028607212,0.0004496891921825756,0.28962378179413195,0.09990277141332626,0.05407482758164406,0.11265963315963745,3.468098710222942,2.8137632413154106
0.01,1,0.0006079167445765878,0.002692111820957502,0.0007764307838732638,0.31568144241846147,0.12651097774505615,0.05160669982433319,0.13018471002578735,3.7761801742925876,3.066662287038159
0.01,2,0.0003820613774325381,0.0020133839371406434,0.0005283433275929615,0.27432746502008776,0.10620700567960739,0.05644438788294792,0.11703807860612869,3.281223186632482,2.6650247594495853
0.01,3,0.0007214355025018859,0.003000787744073823,0.0009506941293588009,0.2930730828642899,0.1299818903207779,0.05212828516960144,0.14128610491752625,3.5119843715574683,2.8471592378184076
0.01,4,0.00036507856846877733,0.002737468352319055,0.00048095049740390686,0.2811921657470227,0.10794680565595627,0.04589981213212013,0.1190352514386177,3.368651791316707,2.7320847082623776
0.01,5,0.0003076366855776008,0.0027354368638584526,0.000402731107149071,0.30022997519358574,0.11899470537900925,0.05690070986747742,0.11899470537900925,3.6081570299660286,2.9174172166114474
0.01,6,0.0005260135484523595,0.003865190115330199,0.0006529058031492058,0.2681867297326534,0.13497526943683624,0.05819334089756012,0.13497526943683624,3.220930715886558,2.606268717268109
0.01,7,0.00019646305493288438,0.0025600432961063366,0.0003257222199873929,0.26851024378357985,0.1045302301645279,0.05744132399559021,0.1045302301645279,3.21362354115742,2.609354699263612
0.01,8,0.00035752452143726583,0.0022285716342030507,0.0004915246780790017,0.2669937511263076,0.10976208001375198,0.05442872270941734,0.11275255680084229,3.206776194456147,2.594698293841596
0.01,9,0.0005331572226891874,0.0025267450499854038,0.0007292905345613811,0.28173747438604013,0.12226634472608566,0.05234280973672867,0.12642039358615875,3.38694749808893,2.7377973615709794
0.01,10,0.0003878478245663046,0.0022614979513729903,0.0005520075402026558,0.28625364777446877,0.1125439703464508,0.057916246354579926,0.12346188724040985,3.448485246518763,2.7816981658507887
0.01,11,0.0004296145672359485,0.002642734277886108,0.0005510000290315439,0.276545259462424,0.11324703693389893,0.04957880452275276,0.11324703693389893,3.321291365274569,2.6868135520233896
0.01,12,0.00036586336236221095,0.002062478827614709,0.0005239279760065099,0.28765668048326687,0.11871813237667084,0.057055436074733734,0.11871813237667084,3.4441812561779486,2.7949513561458765
0.01,13,0.00045784394978081534,0.0023797219799262383,0.0005644766457425659,0.2718677858676347,0.11037829518318176,0.05484465882182121,0.11741253733634949,3.270378647781,2.6420328679065315
0.01,14,0.0005759636962534639,0.004051090913747781,0.000754814624775286,0.285111891711562,0.12243474274873734,0.05682065337896347,0.13137409090995789,3.4176190190198943,2.770326962319483
0.01,15,0.0006197338413627185,0.0032385191719934508,0.0008074267347217083,0.29653215812637007,0.11715662479400635,0.05442766472697258,0.13857100903987885,3.552553554860557,2.881006763047783
0.01,16,0.0002935385776472913,0.0015210025882560674,0.0004055074735782204,0.2907347805379282,0.11057540029287338,0.053642287850379944,0.11057540029287338,3.4720303081884616,2.8245708937823784
0.01,17,0.0005518601076779848,0.004370270907788514,0.0007149333282144095,0.26058917556193667,0.13102716207504272,0.056358445435762405,0.13102716207504272,3.120298908977974,2.5319331013935886
0.01,18,0.00030149253281050263,0.0019545567963949067,0.00037300714163923595,0.2566266904800615,0.09016981720924377,0.049975987523794174,0.10345122963190079,3.0815642170789763,2.4933696083065726
0.01,19,0.00044616885195937483,0.002621151024997613,0.0006074961397918631,0.2757378157960806,0.11401791125535965,0.04716496914625168,0.11401791125535965,3.302692983208633,2.678859366795283
0.03,0,0.0001233997040791933,0.001446574028542117,0.0001644681001709871,0.12326297534827088,0.11137380450963974,0.09128659218549728,0.1270626336336136,1.4780916353551352,1.1976519245561088
0.03,1,0.0003015923173478844,0.003483236060951125,0.0003461410053894528,0.12952683726068787,0.14362257719039917,0.08875446021556854,0.14807553589344025,1.5530037094907063,1.258479863929948
0.03,2,0.00014209025361204826,0.0027057164973799783,0.00017755219194004856,0.12505475238042124,0.12519709765911102,0.09832356870174408,0.14025546610355377,1.5003963011067087,1.2150720193771964
0.03,3,0.00028942625021751117,0.0024528966925478606,0.00038290542805908466,0.14298885363092648,0.1348448395729065,0.09060324728488922,0.14425209164619446,1.71879169708345,1.389313680174459
0.03,4,0.00018546626099178243,0.002875931783539386,0.00020622029104493778,0.12562641252162293,0.1297403872013092,0.0831029936671257,0.1381469964981079,1.4976620412454373,1.2204646549235987
0.03,5,0.00014316561038049715,0.002903695302788188,0.00015544062290059386,0.12244549430352367,0.13696511089801788,0.09947594255208969,0.13696511089801788,1.471290614546799,1.1898701908806633
0.03,6,0.00025143118041403336,0.004691725690657681,0.00025213232187456364,0.13447018943913522,0.1535169929265976,0.10283997654914856,0.1535169929265976,1.6128679281327782,1.3065637298411517
0.03,7,5.6425222413490866e-05,0.0031565984700689174,8.012342109264237e-05,0.14612996809712983,0.11927127838134766,0.10000087320804596,0.11927127838134766,1.7541196840565378,1.4198940449737423
0.03,8,0.00015794712398993193,0.00197608794347585,0.00019950951405190605,0.12278576811611988,0.12928833067417145,0.09902066737413406,0.1390528380870819,1.471592094840073,1.1930723026737116
0.03,9,0.00024604460940980995,0.0025809154879932366,0.0003042557091464041,0.132834663849309,0.13992749154567719,0.09337226301431656,0.1435205638408661,1.5921495077086658,1.290710832817305
0.03,10,0.00018588679898580548,0.0025554062823267064,0.00022374333006265084,0.1338267473253384,0.13435760140419006,0.09605631232261658,0.1453525424003601,1.6043295802139654,1.3002130411686879
0.03,11,0.00019458409103460654,0.002721459656333995,0.00022328296473361387,0.13185893511223354,0.12704168260097504,0.09137102961540222,0.13012519478797913,1.5821257131855662,1.2810549633101387
0.03,12,0.00016473569146329827,0.002059840004219236,0.00020469883174144344,0.11519479102220992,0.1385604292154312,0.09961562603712082,0.1385604292154312,1.379866855900462,1.1194729821033942
0.03,13,0.0001634916051125207,0.0023864720746559795,0.00018349513834433609,0.13004236184244938,0.1233515590429306,0.09437353163957596,0.13177233934402466,1.5633965120082949,1.2635805011368777
0.03,14,0.00029400838050219205,0.004154320379334458,0.00035104497639483907,0.14284128595299003,0.13607382774353027,0.09481481462717056,0.15033596754074097,1.7091638460391905,1.387631921442995
0.03,15,0.00027726569476272707,0.0030221798511060544,0.00030664035752851797,0.14032645290431933,0.1274152547121048,0.09221253544092178,0.14935433864593506,1.6851592529110793,1.3633872620631433
0.03,16,0.00011582820360511171,0.0014148431160870875,0.00014679311967281342,0.1324963663831026,0.1256280094385147,0.09003716707229614,0.1256280094385147,1.5920533814081332,1.2876029839949235
0.03,17,0.0001951530042066748,0.004195623447083858,0.0002287802492106504,0.12625912916943594,0.13919200003147125,0.09944064170122147,0.14486026763916016,1.515244646770198,1.226720715940769
0.03,18,0.00013470470595900737,0.002165081421469305,0.00013720828940580427,0.13922928246578642,0.10459309816360474,0.08218078315258026,0.12587577104568481,1.6703609053681536,1.3527604011691505
0.03,19,0.00019007046599355256,0.0033539319574664925,0.00023620181249566012,0.1375018835972391,0.13351397216320038,0.08707743883132935,0.13528400659561157,1.6557114473203334,1.3361386851545412
0.08,0,7.716681377433972e-05,0.002789954210455116,5.375551094068229e-05,0.04807364636597765,0.14429213106632233,0.139425590634346,0.16529397666454315,0.5770009479871611,0.4671482806158119
0.08,1,0.00013121699681211318,0.005606649687607591,9.393403432589798e-05,0.04859757783440054,0.18006785213947296,0.14679542183876038,0.1860097497701645,0.5837693723236642,0.47220763743986804
